country,year,date,latitude,longitude,yield,maxyield,name
China,1964,-164404800,41.5,88.5,NaN,NaN,-
China,1965,-146260800,41.5,88.5,NaN,NaN,-
China,1966,-115156800,41.5,88.5,NaN,NaN,-
China,1966,-100382400,41.5,88.5,NaN,NaN,-
China,1966,-95022000,41.5,88.5,NaN,NaN,-
China,1967,-80251200,40.744,89.775,NaN,NaN,-
China,1967,-63831600,41.5,88.5,NaN,NaN,-
China,1968,-31950000,41.5,88.5,NaN,NaN,-
China,1969,-8712000,41.376,88.318,NaN,NaN,-
China,1969,-8107200,40.722,89.515,NaN,NaN,-
China,1970,24724800,40.52,89.779,NaN,NaN,-
China,1971,59288400,41.5,88.5,NaN,NaN,-
China,1972,63608400,41.5,88.5,NaN,NaN,-
China,1972,69742800,41.5,88.5,NaN,NaN,-
China,1973,110001600,40.7985,89.8091,NaN,NaN,-
China,1974,140673600,40.518,89.619,NaN,NaN,-
China,1975,183618000,41.375,88.326,NaN,NaN,-
China,1976,191221200,41.5,88.5,NaN,NaN,-
China,1976,212558400,41.5,88.5,NaN,NaN,-
China,1976,214372800,41.708,88.37,NaN,NaN,-
China,1976,217054800,40.696,89.627,NaN,NaN,-
China,1977,243316800,41.5,88.5,NaN,NaN,-
China,1978,258786000,41.5,88.5,NaN,NaN,-
China,1978,277185600,41.523,88.722,NaN,NaN,-
China,1978,282459600,41.5,88.5,NaN,NaN,-
China,1979,306043200,41.5,88.5,NaN,NaN,-
China,1980,340516800,40.719,89.651,NaN,NaN,-
China,1982,402638400,41.5,88.5,NaN,NaN,-
China,1983,420868800,41.679,88.368,NaN,NaN,-
China,1983,434260800,41.54,88.72,NaN,NaN,-
China,1984,465624000,41.57,88.73,NaN,NaN,-
China,1984,472280400,41.737,88.425,NaN,NaN,-
China,1987,549864000,41.518,88.713,NaN,NaN,-
China,1988,591508800,41.768,88.38,NaN,NaN,-
China,1990,643694400,41.569,88.701,NaN,NaN,-
China,1990,650779200,41.514,88.739,NaN,NaN,-
China,1992,706420800,41.513,88.774,NaN,NaN,-
China,1992,717393600,41.716,88.336,NaN,NaN,-
China,1993,749793600,41.667,88.695,NaN,NaN,-
China,1994,771220800,41.53,88.71,NaN,NaN,-
China,1994,781502400,41.66,88.75,NaN,NaN,-
China,1995,800510400,41.6,88.82,NaN,NaN,-
China,1995,808632000,41.56,88.8,NaN,NaN,-
China,1996,834206400,41.66,88.69,NaN,NaN,-
China,1996,838612800,41.82,88.42,NaN,NaN,-
France,1960,-311886000,27,0,NaN,NaN,gerb._bleue
France,1960,-307742400,27,0,NaN,NaN,gerb._blanche
France,1960,-284410800,27,0,NaN,NaN,gerb._rouge
France,1961,-274132800,27,0,NaN,NaN,-
France,1961,-257194800,24.0571,5.0521,NaN,NaN,agate
France,1962,-242078400,24.063,5.0418,NaN,NaN,beryl
France,1963,-214344000,24.0413,5.0521,NaN,NaN,emeraude
France,1963,-213307200,24.0433,5.057,NaN,NaN,amethyste
France,1963,-195681600,24.0355,5.0386,NaN,NaN,rubis
France,1964,-185569200,24.0536,5.0523,NaN,NaN,opale
France,1964,-175032000,24.0666,5.0345,NaN,NaN,topaze
France,1964,-160686000,24.0418,5.0416,NaN,NaN,turquoise
France,1965,-152823600,24.0587,5.0311,NaN,NaN,saphir
France,1965,-144878400,24.055,5.0508,NaN,NaN,jade
France,1965,-134164800,24.0649,5.034,NaN,NaN,corindon
France,1965,-128890800,24.0437,5.0469,NaN,NaN,tourmaline
France,1966,-122238000,24.0441,5.0412,NaN,NaN,grenaT
France,1966,-110491200,-22,-139,NaN,NaN,Aldebaron
France,1966,-109022400,-22,-139,NaN,NaN,Tamore
France,1966,-104356800,-22,-139,NaN,NaN,Betelguese
France,1966,-103233600,-22,-139,NaN,NaN,Rigel
France,1966,-102369600,-22,-139,NaN,NaN,Sirus
France,1967,-81288000,-22,-139,NaN,NaN,Altair
France,1967,-79387200,-22,-139,NaN,NaN,Antares
France,1967,-78955200,-22,-139,NaN,NaN,Arcturus
France,1968,-46900800,-22,-139,NaN,NaN,Capella
France,1968,-46209600,-22,-139,NaN,NaN,Castor
France,1968,-44568000,-22,-139,NaN,NaN,Pollux
France,1968,-42753600,-22.228,-138.644,NaN,NaN,Canopus
France,1968,-41457600,-21.821,-138.975,NaN,NaN,Procyon
France,1970,11592000,-22,-139,NaN,NaN,Andromede
France,1970,12196800,-22,-139,NaN,NaN,Cassiopee
France,1970,12888000,-22.309,-138.606,NaN,NaN,Dragon
France,1970,15048000,-22,-139,NaN,NaN,Eridan
France,1970,15825600,-21.935,-138.917,NaN,NaN,Licorne
France,1970,17899200,-22,-139,NaN,NaN,Pegase
France,1970,18417600,-22,-139,NaN,NaN,Orion
France,1970,18763200,-22,-139,NaN,NaN,Toucan
France,1971,44942400,-22,-139,NaN,NaN,Dione
France,1971,45547200,-23.8,-137.2,NaN,NaN,Encelade
France,1971,47448000,-22,-139,NaN,NaN,JapeT
France,1971,50472000,-22,-139,NaN,NaN,Phoebe
France,1971,50990400,-21.823,-138.976,NaN,NaN,Rhea
France,1972,78292800,-22,-139,NaN,NaN,Umbriel
France,1972,78724800,-22,-139,NaN,NaN,Titania
France,1972,81057600,-22,-139,NaN,NaN,Oberon
France,1973,112075200,-22,-139,NaN,NaN,Euterpe
France,1973,112680000,-22,-139,NaN,NaN,Melpomene
France,1973,114494400,-22,-139,NaN,NaN,Pallas
France,1973,115012800,-22,-139,NaN,NaN,Parthenope
France,1973,115358400,-22,-139,NaN,NaN,Tamara
France,1974,140587200,-22,-139,NaN,NaN,Capricorne
France,1974,142401600,-22,-139,NaN,NaN,Gemeaux
France,1974,143265600,-22,-139,NaN,NaN,Centaure
France,1974,143956800,-22,-139,NaN,NaN,Maquis
France,1974,145771200,-22,-139,NaN,NaN,Scorpion
France,1974,146548800,-22,-139,NaN,NaN,Taurue
France,1974,148363200,-22,-139,NaN,NaN,Verseau
France,1975,171172800,-22,-139,NaN,NaN,Achille
France,1975,186210000,-22,-139,NaN,NaN,Hector
France,1976,197355600,-22,-139,NaN,NaN,Patrocle
France,1976,205905600,-21.863,-138.786,NaN,NaN,Menelas
France,1976,215496000,-22,-139,NaN,NaN,Ulysse_A
France,1976,218610000,-22,-139,NaN,NaN,Astanax
France,1977,225176400,-21.84,-138.848,NaN,NaN,Ulysse_B
France,1977,227595600,-21.887,-138.92,NaN,NaN,Nestor
France,1977,228805200,-22,-139,NaN,NaN,Oedipe
France,1977,237009600,-21.783,-138.96,NaN,NaN,Ajax
France,1977,248158800,-22,-139,NaN,NaN,Oreste
France,1977,249195600,-21.884,-138.886,NaN,NaN,Enee
France,1977,251182800,-22,-139,NaN,NaN,Laocoon
France,1978,257403600,-22,-139,NaN,NaN,Polypheme
France,1978,259390800,-21.705,-138.934,NaN,NaN,Pylade
France,1978,259650000,-22,-139,NaN,NaN,Hecube
France,1978,268113600,-22,-139,NaN,NaN,Xanthois
France,1978,269668800,-22,-139,NaN,NaN,Ares
France,1978,270273600,-22,-139,NaN,NaN,Idomenee
France,1978,278830800,-22,-139,NaN,NaN,Schedios
France,1978,281250000,-21.868,-138.95,NaN,NaN,Priam
France,1978,282718800,-22,-139,NaN,NaN,Eteocle
France,1978,282891600,-21.768,-138.934,NaN,NaN,Eumee
France,1979,289112400,-22,-139,NaN,NaN,Penthesilee
France,1979,289803600,-22,-139,NaN,NaN,Philoctete
France,1979,291099600,-21.806,-138.933,NaN,NaN,Agapenor
France,1979,292050000,-21.85,-138.702,NaN,NaN,Polydore
France,1979,298526400,-21.81,-138.809,NaN,NaN,Pyrrhos
France,1979,299476800,-21.818,-138.903,NaN,NaN,Egisthe
France,1979,301723200,-21.88,-138.94,NaN,NaN,Tydee
France,1979,301982400,-21.809,-138.812,NaN,NaN,Palamede
France,1979,311835600,-22,-139,NaN,NaN,Chrysotemis
France,1979,312094800,-22,-139,NaN,NaN,Atree
France,1980,320130000,-22,-139,NaN,NaN,Thysets
France,1980,320907600,-22,-139,NaN,NaN,Adraste
France,1980,322635600,-21.861,-138.939,NaN,NaN,Thesee
France,1980,323413200,-21.845,-138.758,NaN,NaN,Boros
France,1980,323672400,-21.921,-138.799,NaN,NaN,Pelpos
France,1980,329976000,-21.87,-138.899,NaN,NaN,Eurypyle
France,1980,330408000,-22,-139,NaN,NaN,Ilus
France,1980,331704000,-21.849,-138.848,NaN,NaN,Chryses
France,1980,332827200,-21.861,-138.934,NaN,NaN,Asios
France,1980,343976400,-22,-139,NaN,NaN,Laerte
France,1980,344667600,-21.875,-138.939,NaN,NaN,Diomede
France,1981,352098000,-22,-139,NaN,NaN,Broteas
France,1981,352702800,-22,-139,NaN,NaN,Tyro
France,1981,354603600,-21.79,-138.678,NaN,NaN,Iphicles
France,1981,355726800,-21.795,-138.946,NaN,NaN,Clymene
France,1981,363412800,-21.791,-139.046,NaN,NaN,Lyncee
France,1981,363672000,-22,-139,NaN,NaN,Eryx
France,1981,364276800,-22,-139,NaN,NaN,Theras
France,1981,365659200,-21.824,-138.903,NaN,NaN,Agenor
France,1981,373870800,-22,-139,NaN,NaN,Leto
France,1981,374302800,-21.856,-138.954,NaN,NaN,Procles
France,1981,376376400,-21.685,-138.933,NaN,NaN,Cilix
France,1981,376635600,-21.797,-138.927,NaN,NaN,Cadmos
France,1982,383029200,-22,-139,NaN,NaN,Aerope
France,1982,383374800,-22,-139,NaN,NaN,Deiphobe
France,1982,385448400,-21.846,-138.868,NaN,NaN,Rhesos
France,1982,385707600,-22,-139,NaN,NaN,Evevos
France,1982,393998400,-22,-139,NaN,NaN,Laodice
France,1982,394344000,-21.769,-138.946,NaN,NaN,Antilokos
France,1982,396072000,-22,-139,NaN,NaN,Pitane
France,1982,396417600,-21.836,-138.896,NaN,NaN,laios
France,1982,407221200,-22,-139,NaN,NaN,Procris
France,1983,419576400,-21.819,-138.872,NaN,NaN,Eurytos
France,1983,420091200,-22,-139,NaN,NaN,Automedon
France,1983,422683200,-21.861,-138.917,NaN,NaN,Cinyras
France,1983,424756800,-22,-139,NaN,NaN,Burisis
France,1983,425620800,-21.767,-138.871,NaN,NaN,Oxylos
France,1983,427521600,-22,-139,NaN,NaN,Battos
France,1983,428817600,-21.835,-138.829,NaN,NaN,Carnabon
France,1983,439275600,-22,-139,NaN,NaN,Linos
France,1983,439621200,-21.829,-138.928,NaN,NaN,Gyges
France,1984,452836800,-22,-139,NaN,NaN,Demophon
France,1984,453182400,-21.863,-138.901,NaN,NaN,Midas
France,1984,455860800,-22,-139,NaN,NaN,Aristee
France,1984,456206400,-21.849,-138.88,NaN,NaN,Echemos
France,1984,467697600,-22.064,-138.477,NaN,NaN,Machaon
France,1984,468219600,-21.857,-138.92,NaN,NaN,Acaste
France,1984,470725200,-22,-139,NaN,NaN,Miletos
France,1984,471157200,-21.837,-138.89,NaN,NaN,Memnon
France,1985,483681600,-21.829,-138.952,NaN,NaN,Cercyon
France,1985,484372800,-21.831,-138.981,NaN,NaN,Nisos
France,1985,486619200,-21.816,-138.897,NaN,NaN,Talaos
France,1985,486964800,-22,-139,NaN,NaN,Erginos
France,1985,498974400,-22,-139,NaN,NaN,Hero
France,1985,499147200,-21.849,-138.815,NaN,NaN,Codros
France,1985,501656400,-21.802,-138.781,NaN,NaN,Zetes
France,1985,501829200,-21.856,-138.899,NaN,NaN,Megaree
France,1986,514875600,-21.725,-138.941,NaN,NaN,Hyllos
France,1986,515736000,-22,-139,NaN,NaN,Ceto
France,1986,517550400,-22,-139,NaN,NaN,Sthenelos
France,1986,517809600,-21.862,-138.949,NaN,NaN,Galatee
France,1986,531982800,-22,-139,NaN,NaN,hesione
France,1986,532155600,-21.843,-138.927,NaN,NaN,Naupolis
France,1986,534229200,-22,-139,NaN,NaN,Peneleos
France,1986,534574800,-21.833,-138.892,NaN,NaN,Circe
France,1987,547185600,-21.705,-138.581,NaN,NaN,Jocaste
France,1987,548481600,-21.85,-138.913,NaN,NaN,Lycomede
France,1987,549950400,-21.769,-138.874,NaN,NaN,Dirce
France,1987,551246400,-21.865,-138.891,NaN,NaN,Iphpitos
France,1987,561960000,-21.845,-138.907,NaN,NaN,Helenos
France,1987,563086800,-21.791,-138.874,NaN,NaN,Pasiphae
France,1987,564296400,-21.845,-138.941,NaN,NaN,Pelee
France,1987,565160400,-22,-139,NaN,NaN,Danae
France,1988,579326400,-21.833,-138.945,NaN,NaN,Nelee
France,1988,580536000,-21.845,-138.961,NaN,NaN,Niobe
France,1988,582436800,-21.75,-139,NaN,NaN,Antigone
France,1988,583041600,-21.846,-138.911,NaN,NaN,Dejanire
France,1988,593755200,-22,-139,NaN,NaN,Acrisios
France,1988,594709200,-21.793,-138.987,NaN,NaN,Thrasymedes
France,1988,596264400,-21.835,-138.954,NaN,NaN,Pheres
France,1988,596869200,-22.233,-138.74,NaN,NaN,Cycnos
France,1989,610862400,-21.812,-138.884,NaN,NaN,Epeios
France,1989,611640000,-22,-139,NaN,NaN,Tecmessa
France,1989,612849600,-21.842,-138.922,NaN,NaN,Nyctee
France,1989,613454400,-22.217,-138.721,NaN,NaN,Cyzicos
France,1989,625204800,-21.852,-138.912,NaN,NaN,Hypsipyle
France,1989,625813200,-21.793,-138.855,NaN,NaN,Erigone
France,1989,627541200,-21.793,-138.884,NaN,NaN,Tros
France,1989,628146000,-22.251,-138.722,NaN,NaN,Lycos
France,1990,644299200,-21.877,-138.918,NaN,NaN,Telephe
France,1990,644731200,-22,-139,NaN,NaN,Megapentes
France,1990,646372800,-22.215,-138.841,NaN,NaN,Cypselos
France,1990,647064000,-21.85,-139.042,NaN,NaN,Anticlee
France,1990,658558800,-22.258,-138.805,NaN,NaN,Hyrtacos
France,1990,659163600,-21.936,-138.967,NaN,NaN,Thoas
France,1991,673588800,-22,-139,NaN,NaN,MElanippe
France,1991,674539200,-21.832,-139.014,NaN,NaN,Alcinos
France,1991,675489600,-22.256,-138.794,NaN,NaN,Periclymentos
France,1991,676872000,-21.944,-138.988,NaN,NaN,Pitthee
France,1991,678686400,-22,-139,NaN,NaN,Coronis
France,1991,679550400,-21.877,-138.963,NaN,NaN,Lycurgue
France,1995,810273600,-21.85,-138.84,NaN,NaN,-
France,1995,812520000,-22.25,-138.74,NaN,NaN,-
France,1995,814766400,-21.89,-138.98,NaN,NaN,-
France,1995,816930000,-21.88,-139.03,NaN,NaN,-
France,1995,820040400,-21.88,-138.97,NaN,NaN,-
France,1996,822718800,-22.24,-138.82,NaN,NaN,-
India,1974,138081600,27.095,71.752,NaN,NaN,-
India,1998,894859200,27.078,71.719,NaN,NaN,Shakti-1
India,1998,895032000,NaN,NaN,NaN,NaN,Shakti-4
Pakistan,1998,896328000,28.83,64.95,NaN,NaN,-
Pakistan,1998,896500800,28.49,63.73,NaN,NaN,-
UK,1952,-544219200,-20,115,NaN,NaN,Hurricane
UK,1953,-511732800,-28,135,NaN,NaN,Totem 1
UK,1953,-510696000,-28,135,NaN,NaN,Totem 2
UK,1956,-430084800,-20,115,NaN,NaN,Mosaic G1
UK,1956,-427147200,-20,115,NaN,NaN,Mosaic G2
UK,1956,-418507200,-30,132,NaN,NaN,Buffalo
UK,1956,-417902400,-30,132,NaN,NaN,Buffalo
UK,1956,-417297600,-30,132,NaN,NaN,Buffalo
UK,1956,-416347200,-30,132,NaN,NaN,Buffalo
UK,1957,-398635200,1.67,-157.25,NaN,NaN,grapple
UK,1957,-397252800,1.67,-157.25,NaN,NaN,grapple
UK,1957,-395611200,1.67,-157.25,NaN,NaN,grapple
UK,1957,-388094400,-30,132,NaN,NaN,Antler
UK,1957,-387144000,-30,132,NaN,NaN,Antler
UK,1957,-385934400,-30,132,NaN,NaN,Antler
UK,1957,-383338800,1.67,-157.25,NaN,NaN,grapple
UK,1958,-368568000,1.67,-157.25,NaN,NaN,grapple
UK,1958,-358545600,1.67,-157.25,NaN,NaN,grapple
UK,1958,-357595200,1.67,-157.25,NaN,NaN,grapple
UK,1958,-356817600,1.67,-157.25,NaN,NaN,grapple
UK,1958,-355780800,1.67,-157.25,NaN,NaN,grapple
UK,1962,-247345200,37.0413,-116.0287,NaN,NaN,Pampas
UK,1962,-223066800,37.0518,-116.0293,NaN,NaN,Tendrac
UK,1964,-172267200,37.0176,-116.0296,NaN,NaN,CormoranT
UK,1964,-166219200,37,-116,NaN,NaN,Courser
UK,1965,-135979200,37.078,-116.0167,NaN,NaN,Charcoal
UK,1974,138513600,37.1245,-116.0789,NaN,NaN,Fallon
UK,1976,209880000,37.125,-116.082,NaN,NaN,Banon
UK,1978,261118800,37.2335,-116.3685,NaN,NaN,Fondutta
UK,1978,280213200,37.1269,-116.0839,NaN,NaN,Quargel
UK,1979,304747200,37.1212,-116.0666,NaN,NaN,Nessel
UK,1980,325573200,37.2484,-116.4224,NaN,NaN,Colwick
UK,1980,341208000,37.0746,-115.9993,NaN,NaN,Dutchess
UK,1980,345877200,37.3248,-116.3117,NaN,NaN,Serpa
UK,1981,374389200,37.1082,-116.049,NaN,NaN,Rousanne
UK,1982,388558800,37.2558,-116.4224,NaN,NaN,Gibne
UK,1983,419835600,37.1115,-116.0224,NaN,NaN,Armada
UK,1984,452232000,37.1062,-116.0224,NaN,NaN,Mundo
UK,1984,471416400,37.2701,-116.4976,NaN,NaN,EgmonT
UK,1985,502606800,37.0533,-116.0454,NaN,NaN,Kinibito
UK,1986,520056000,37.2646,-116.4993,NaN,NaN,Darwin
UK,1987,553406400,37.1036,-116.0234,NaN,NaN,Midland
UK,1989,629096400,37.2311,-116.4094,NaN,NaN,Barnwell
UK,1990,658558800,37.2274,-116.3712,NaN,NaN,Houston
UK,1991,691131600,37.0965,-116.0696,NaN,NaN,Bristol
USSR,1949,-641937600,50,78,NaN,NaN,joe1
USSR,1951,-576619200,50,78,NaN,NaN,joe2
USSR,1951,-574545600,50,78,NaN,NaN,joe3
USSR,1953,-517176000,50,78,NaN,NaN,joe4_1st_therm
USSR,1953,-516225600,50,78,NaN,NaN,-
USSR,1953,-515275200,50,78,NaN,NaN,-
USSR,1953,-514843200,50,78,NaN,NaN,-
USSR,1953,-514670400,50,78,NaN,NaN,-
USSR,1954,-482788800,64,55,NaN,NaN,-
USSR,1954,-481492800,50,78,NaN,NaN,-
USSR,1954,-481320000,50,78,NaN,NaN,-
USSR,1954,-481147200,50,78,NaN,NaN,-
USSR,1954,-480974400,50,78,NaN,NaN,-
USSR,1954,-480715200,50,78,NaN,NaN,-
USSR,1954,-479764800,50,78,NaN,NaN,-
USSR,1954,-479419200,50,78,NaN,NaN,-
USSR,1954,-479160000,50,78,NaN,NaN,-
USSR,1954,-478814400,50,78,NaN,NaN,-
USSR,1955,-455313600,50,78,NaN,NaN,-
USSR,1955,-454968000,50,78,NaN,NaN,-
USSR,1955,-454708800,50,78,NaN,NaN,-
USSR,1955,-450648000,70.7,54.56,NaN,NaN,-
USSR,1955,-446673600,50,78,NaN,NaN,-
USSR,1955,-445287600,50,78,NaN,NaN,-
USSR,1956,-439066800,46,62,NaN,NaN,-
USSR,1956,-435355200,50,78,NaN,NaN,-
USSR,1956,-434577600,50,78,NaN,NaN,-
USSR,1956,-421444800,50,78,NaN,NaN,-
USSR,1956,-420926400,50,78,NaN,NaN,-
USSR,1956,-420667200,50,78,NaN,NaN,-
USSR,1956,-419976000,50,78,NaN,NaN,-
USSR,1956,-414097200,50,78,NaN,NaN,-
USSR,1956,-411764400,50,78,NaN,NaN,-
USSR,1957,-408654000,49,46,NaN,NaN,-
USSR,1957,-404506800,50,78,NaN,NaN,-
USSR,1957,-402264000,50,78,NaN,NaN,-
USSR,1957,-402004800,50,78,NaN,NaN,-
USSR,1957,-401659200,50,78,NaN,NaN,-
USSR,1957,-401486400,50,78,NaN,NaN,-
USSR,1957,-401140800,50,78,NaN,NaN,-
USSR,1957,-390081600,50,78,NaN,NaN,-
USSR,1957,-389736000,50,78,NaN,NaN,-
USSR,1957,-388699200,70.69,54.8,NaN,NaN,-
USSR,1957,-388180800,50,78,NaN,NaN,-
USSR,1957,-387230400,73,55,NaN,NaN,-
USSR,1957,-387057600,50,78,NaN,NaN,-
USSR,1957,-386193600,73,55,NaN,NaN,-
USSR,1957,-385848000,70.7,54.56,NaN,NaN,-
USSR,1957,-379018800,50,78,NaN,NaN,-
USSR,1958,-378414000,50,78,NaN,NaN,-
USSR,1958,-377290800,50,78,NaN,NaN,-
USSR,1958,-374094000,73,55,NaN,NaN,-
USSR,1958,-373748400,73,55,NaN,NaN,-
USSR,1958,-373748400,73,55,NaN,NaN,-
USSR,1958,-372542400,50,78,NaN,NaN,-
USSR,1958,-372456000,50,78,NaN,NaN,-
USSR,1958,-372456000,73,55,NaN,NaN,-
USSR,1958,-372369600,50,78,NaN,NaN,-
USSR,1958,-372110400,50,78,NaN,NaN,-
USSR,1958,-371937600,50,78,NaN,NaN,-
USSR,1958,-371851200,73,55,NaN,NaN,-
USSR,1958,-371764800,50,78,NaN,NaN,-
USSR,1958,-355176000,73,55,NaN,NaN,-
USSR,1958,-355176000,73,55,NaN,NaN,-
USSR,1958,-355003200,73,55,NaN,NaN,-
USSR,1958,-355003200,73,55,NaN,NaN,-
USSR,1958,-354830400,73,55,NaN,NaN,-
USSR,1958,-354744000,73,55,NaN,NaN,-
USSR,1958,-354657600,73,55,NaN,NaN,-
USSR,1958,-354312000,73,55,NaN,NaN,-
USSR,1958,-354139200,73,55,NaN,NaN,-
USSR,1958,-353880000,73,55,NaN,NaN,-
USSR,1958,-353620800,73,55,NaN,NaN,-
USSR,1958,-353534400,73,55,NaN,NaN,-
USSR,1958,-353534400,73,55,NaN,NaN,-
USSR,1958,-353448000,73,55,NaN,NaN,-
USSR,1958,-353361600,73,55,NaN,NaN,-
USSR,1958,-353275200,73,55,NaN,NaN,-
USSR,1958,-353102400,73,55,NaN,NaN,-
USSR,1958,-353016000,73,55,NaN,NaN,-
USSR,1958,-353016000,73,55,NaN,NaN,-
USSR,1958,-352411200,49,46,NaN,NaN,-
USSR,1958,-352234800,49,46,NaN,NaN,-
USSR,1961,-262987200,50,78,NaN,NaN,-
USSR,1961,-262728000,50,78,NaN,NaN,-
USSR,1961,-262641600,50,78,NaN,NaN,-
USSR,1961,-262555200,50,78,NaN,NaN,-
USSR,1961,-262555200,49,46,NaN,NaN,-
USSR,1961,-262296000,50,78,NaN,NaN,-
USSR,1961,-262209600,73,55,NaN,NaN,-
USSR,1961,-262209600,50,78,NaN,NaN,-
USSR,1961,-262209600,74.2,52.5,NaN,NaN,-
USSR,1961,-262123200,50,78,NaN,NaN,-
USSR,1961,-262036800,74.2,52.1,NaN,NaN,-
USSR,1961,-261950400,50,78,NaN,NaN,-
USSR,1961,-261950400,70.87,53.33,NaN,NaN,-
USSR,1961,-261864000,50,78,NaN,NaN,-
USSR,1961,-261864000,74.6,51.1,NaN,NaN,-
USSR,1961,-261691200,74,51.9,NaN,NaN,-
USSR,1961,-261604800,50,78,NaN,NaN,-
USSR,1961,-261518400,50,78,NaN,NaN,-
USSR,1961,-261518400,50,78,NaN,NaN,-
USSR,1961,-261518400,74,52,NaN,NaN,-
USSR,1961,-261432000,50,78,NaN,NaN,-
USSR,1961,-261345600,50,78,NaN,NaN,-
USSR,1961,-261345600,73,55,NaN,NaN,-
USSR,1961,-261259200,50,78,NaN,NaN,-
USSR,1961,-261172800,73,55,NaN,NaN,-
USSR,1961,-260827200,50,78,NaN,NaN,-
USSR,1961,-260395200,50,78,NaN,NaN,-
USSR,1961,-260308800,73,55,NaN,NaN,-
USSR,1961,-260136000,50,78,NaN,NaN,-
USSR,1961,-260136000,73.7,53.8,NaN,NaN,-
USSR,1961,-259963200,49,46,NaN,NaN,-
USSR,1961,-259963200,74.3,51.6,NaN,NaN,-
USSR,1961,-259790400,73,55,NaN,NaN,-
USSR,1961,-259531200,49.7727,77.995,NaN,NaN,-
USSR,1961,-259444800,50,78,NaN,NaN,-
USSR,1961,-259012800,50,78,NaN,NaN,-
USSR,1961,-258840000,50,78,NaN,NaN,-
USSR,1961,-258753600,73.8,53.2,NaN,NaN,-
USSR,1961,-258494400,73.9,53.8,NaN,NaN,-
USSR,1961,-258494400,70.7,54.56,NaN,NaN,-
USSR,1961,-258321600,73,55,NaN,NaN,-
USSR,1961,-258321600,50,78,NaN,NaN,-
USSR,1961,-258148800,49,46,NaN,NaN,-
USSR,1961,-258148800,49,46,NaN,NaN,-
